date,location,total_cases,total_deaths,new_cases,new_deaths,total_vaccinations,people_fully_vaccinated,population,total_boosters
2020-03-06,Kenya,0.0,0.0,0.0,0.0,0.0,0.0,54027484.0,0.0
2020-03-07,Kenya,0.0,0.0,0.0,0.0,0.0,0.0,54027484.0,0.0
2020-03-08,Kenya,0.0,0.0,0.0,0.0,0.0,0.0,54027484.0,0.0
2020-03-09,Kenya,0.0,0.0,0.0,0.0,0.0,0.0,54027484.0,0.0
2020-03-10,Kenya,0.0,0.0,0.0,0.0,0.0,0.0,54027484.0,0.0
2020-03-11,Kenya,0.0,0.0,0.0,0.0,0.0,0.0,54027484.0,0.0
2020-03-12,Kenya,0.0,0.0,0.0,0.0,0.0,0.0,54027484.0,0.0
2020-03-13,Kenya,1.0,0.0,1.0,0.0,0.0,0.0,54027484.0,0.0
2020-03-14,Kenya,1.0,0.0,0.0,0.0,0.0,0.0,54027484.0,0.0
2020-03-15,Kenya,3.0,0.0,2.0,0.0,0.0,0.0,54027484.0,0.0
2020-03-16,Kenya,3.0,0.0,0.0,0.0,0.0,0.0,54027484.0,0.0
2020-03-17,Kenya,3.0,0.0,0.0,0.0,0.0,0.0,54027484.0,0.0
2020-03-18,Kenya,3.0,0.0,0.0,0.0,0.0,0.0,54027484.0,0.0
2020-03-19,Kenya,7.0,0.0,4.0,0.0,0.0,0.0,54027484.0,0.0
2020-03-20,Kenya,7.0,0.0,0.0,0.0,0.0,0.0,54027484.0,0.0
2020-03-21,Kenya,7.0,0.0,0.0,0.0,0.0,0.0,54027484.0,0.0
2020-03-22,Kenya,15.0,0.0,8.0,0.0,0.0,0.0,54027484.0,0.0
2020-03-23,Kenya,16.0,0.0,1.0,0.0,0.0,0.0,54027484.0,0.0
2020-03-24,Kenya,25.0,0.0,9.0,0.0,0.0,0.0,54027484.0,0.0
2020-03-25,Kenya,28.0,0.0,3.0,0.0,0.0,0.0,54027484.0,0.0
2020-03-26,Kenya,31.0,1.0,3.0,1.0,0.0,0.0,54027484.0,0.0
2020-03-27,Kenya,31.0,1.0,0.0,0.0,0.0,0.0,54027484.0,0.0
2020-03-28,Kenya,38.0,1.0,7.0,0.0,0.0,0.0,54027484.0,0.0
2020-03-29,Kenya,42.0,1.0,4.0,0.0,0.0,0.0,54027484.0,0.0
2020-03-30,Kenya,50.0,1.0,8.0,0.0,0.0,0.0,54027484.0,0.0
2020-03-31,Kenya,59.0,1.0,9.0,0.0,0.0,0.0,54027484.0,0.0
2020-04-01,Kenya,81.0,1.0,22.0,0.0,0.0,0.0,54027484.0,0.0
2020-04-02,Kenya,110.0,3.0,29.0,2.0,0.0,0.0,54027484.0,0.0
2020-04-03,Kenya,122.0,4.0,12.0,1.0,0.0,0.0,54027484.0,0.0
2020-04-04,Kenya,126.0,4.0,4.0,0.0,0.0,0.0,54027484.0,0.0
2020-04-05,Kenya,142.0,4.0,16.0,0.0,0.0,0.0,54027484.0,0.0
2020-04-06,Kenya,158.0,6.0,16.0,2.0,0.0,0.0,54027484.0,0.0
2020-04-07,Kenya,172.0,6.0,14.0,0.0,0.0,0.0,54027484.0,0.0
2020-04-08,Kenya,179.0,6.0,7.0,0.0,0.0,0.0,54027484.0,0.0
2020-04-09,Kenya,184.0,7.0,5.0,1.0,0.0,0.0,54027484.0,0.0
2020-04-10,Kenya,189.0,7.0,5.0,0.0,0.0,0.0,54027484.0,0.0
2020-04-11,Kenya,191.0,7.0,2.0,0.0,0.0,0.0,54027484.0,0.0
2020-04-12,Kenya,197.0,8.0,6.0,1.0,0.0,0.0,54027484.0,0.0
2020-04-13,Kenya,208.0,9.0,11.0,1.0,0.0,0.0,54027484.0,0.0
2020-04-14,Kenya,216.0,9.0,8.0,0.0,0.0,0.0,54027484.0,0.0
2020-04-15,Kenya,225.0,10.0,9.0,1.0,0.0,0.0,54027484.0,0.0
2020-04-16,Kenya,234.0,11.0,9.0,1.0,0.0,0.0,54027484.0,0.0
2020-04-17,Kenya,246.0,11.0,12.0,0.0,0.0,0.0,54027484.0,0.0
2020-04-18,Kenya,262.0,12.0,16.0,1.0,0.0,0.0,54027484.0,0.0
2020-04-19,Kenya,270.0,14.0,8.0,2.0,0.0,0.0,54027484.0,0.0
2020-04-20,Kenya,281.0,14.0,11.0,0.0,0.0,0.0,54027484.0,0.0
2020-04-21,Kenya,296.0,14.0,15.0,0.0,0.0,0.0,54027484.0,0.0
2020-04-22,Kenya,303.0,14.0,7.0,0.0,0.0,0.0,54027484.0,0.0
2020-04-23,Kenya,320.0,14.0,17.0,0.0,0.0,0.0,54027484.0,0.0
2020-04-24,Kenya,336.0,14.0,16.0,0.0,0.0,0.0,54027484.0,0.0
2020-04-25,Kenya,343.0,14.0,7.0,0.0,0.0,0.0,54027484.0,0.0
2020-04-26,Kenya,355.0,14.0,12.0,0.0,0.0,0.0,54027484.0,0.0
2020-04-27,Kenya,363.0,14.0,8.0,0.0,0.0,0.0,54027484.0,0.0
2020-04-28,Kenya,374.0,14.0,11.0,0.0,0.0,0.0,54027484.0,0.0
2020-04-29,Kenya,384.0,15.0,10.0,1.0,0.0,0.0,54027484.0,0.0
2020-04-30,Kenya,396.0,17.0,12.0,2.0,0.0,0.0,54027484.0,0.0
2020-05-01,Kenya,411.0,21.0,15.0,4.0,0.0,0.0,54027484.0,0.0
2020-05-02,Kenya,435.0,22.0,24.0,1.0,0.0,0.0,54027484.0,0.0
2020-05-03,Kenya,465.0,24.0,30.0,2.0,0.0,0.0,54027484.0,0.0
2020-05-04,Kenya,490.0,24.0,25.0,0.0,0.0,0.0,54027484.0,0.0
2020-05-05,Kenya,535.0,24.0,45.0,0.0,0.0,0.0,54027484.0,0.0
2020-05-06,Kenya,582.0,26.0,47.0,2.0,0.0,0.0,54027484.0,0.0
2020-05-07,Kenya,607.0,29.0,25.0,3.0,0.0,0.0,54027484.0,0.0
2020-05-08,Kenya,621.0,29.0,14.0,0.0,0.0,0.0,54027484.0,0.0
2020-05-09,Kenya,649.0,30.0,28.0,1.0,0.0,0.0,54027484.0,0.0
2020-05-10,Kenya,672.0,32.0,23.0,2.0,0.0,0.0,54027484.0,0.0
2020-05-11,Kenya,700.0,33.0,28.0,1.0,0.0,0.0,54027484.0,0.0
2020-05-12,Kenya,715.0,36.0,15.0,3.0,0.0,0.0,54027484.0,0.0
2020-05-13,Kenya,737.0,40.0,22.0,4.0,0.0,0.0,54027484.0,0.0
2020-05-14,Kenya,758.0,42.0,21.0,2.0,0.0,0.0,54027484.0,0.0
2020-05-15,Kenya,781.0,45.0,23.0,3.0,0.0,0.0,54027484.0,0.0
2020-05-16,Kenya,830.0,50.0,49.0,5.0,0.0,0.0,54027484.0,0.0
2020-05-17,Kenya,887.0,50.0,57.0,0.0,0.0,0.0,54027484.0,0.0
2020-05-18,Kenya,912.0,50.0,25.0,0.0,0.0,0.0,54027484.0,0.0
2020-05-19,Kenya,963.0,50.0,51.0,0.0,0.0,0.0,54027484.0,0.0
2020-05-20,Kenya,1029.0,50.0,66.0,0.0,0.0,0.0,54027484.0,0.0
2020-05-21,Kenya,1109.0,50.0,80.0,0.0,0.0,0.0,54027484.0,0.0
2020-05-22,Kenya,1161.0,50.0,52.0,0.0,0.0,0.0,54027484.0,0.0
2020-05-23,Kenya,1192.0,50.0,31.0,0.0,0.0,0.0,54027484.0,0.0
2020-05-24,Kenya,1214.0,51.0,22.0,1.0,0.0,0.0,54027484.0,0.0
2020-05-25,Kenya,1286.0,52.0,72.0,1.0,0.0,0.0,54027484.0,0.0
2020-05-26,Kenya,1348.0,52.0,62.0,0.0,0.0,0.0,54027484.0,0.0
2020-05-27,Kenya,1471.0,55.0,123.0,3.0,0.0,0.0,54027484.0,0.0
2020-05-28,Kenya,1618.0,58.0,147.0,3.0,0.0,0.0,54027484.0,0.0
2020-05-29,Kenya,1745.0,62.0,127.0,4.0,0.0,0.0,54027484.0,0.0
2020-05-30,Kenya,1888.0,63.0,143.0,1.0,0.0,0.0,54027484.0,0.0
2020-05-31,Kenya,1962.0,64.0,74.0,1.0,0.0,0.0,54027484.0,0.0
2020-06-01,Kenya,2021.0,69.0,59.0,5.0,0.0,0.0,54027484.0,0.0
2020-06-02,Kenya,2093.0,71.0,72.0,2.0,0.0,0.0,54027484.0,0.0
2020-06-03,Kenya,2216.0,74.0,123.0,3.0,0.0,0.0,54027484.0,0.0
2020-06-04,Kenya,2340.0,78.0,124.0,4.0,0.0,0.0,54027484.0,0.0
2020-06-05,Kenya,2474.0,79.0,134.0,1.0,0.0,0.0,54027484.0,0.0
2020-06-06,Kenya,2600.0,83.0,126.0,4.0,0.0,0.0,54027484.0,0.0
2020-06-07,Kenya,2767.0,84.0,167.0,1.0,0.0,0.0,54027484.0,0.0
2020-06-08,Kenya,2872.0,85.0,105.0,1.0,0.0,0.0,54027484.0,0.0
2020-06-09,Kenya,2989.0,88.0,117.0,3.0,0.0,0.0,54027484.0,0.0
2020-06-10,Kenya,3094.0,89.0,105.0,1.0,0.0,0.0,54027484.0,0.0
2020-06-11,Kenya,3215.0,92.0,121.0,3.0,0.0,0.0,54027484.0,0.0
2020-06-12,Kenya,3305.0,96.0,90.0,4.0,0.0,0.0,54027484.0,0.0
2020-06-13,Kenya,3457.0,100.0,152.0,4.0,0.0,0.0,54027484.0,0.0
2020-06-14,Kenya,3594.0,103.0,137.0,3.0,0.0,0.0,54027484.0,0.0
2020-06-15,Kenya,3727.0,104.0,133.0,1.0,0.0,0.0,54027484.0,0.0
2020-06-16,Kenya,3860.0,105.0,133.0,1.0,0.0,0.0,54027484.0,0.0
2020-06-17,Kenya,4044.0,107.0,184.0,2.0,0.0,0.0,54027484.0,0.0
2020-06-18,Kenya,4257.0,117.0,213.0,10.0,0.0,0.0,54027484.0,0.0
2020-06-19,Kenya,4374.0,119.0,117.0,2.0,0.0,0.0,54027484.0,0.0
2020-06-20,Kenya,4478.0,121.0,104.0,2.0,0.0,0.0,54027484.0,0.0
2020-06-21,Kenya,4738.0,123.0,260.0,2.0,0.0,0.0,54027484.0,0.0
2020-06-22,Kenya,4797.0,125.0,59.0,2.0,0.0,0.0,54027484.0,0.0
2020-06-23,Kenya,4952.0,128.0,155.0,3.0,0.0,0.0,54027484.0,0.0
2020-06-24,Kenya,5206.0,130.0,254.0,2.0,0.0,0.0,54027484.0,0.0
2020-06-25,Kenya,5384.0,132.0,178.0,2.0,0.0,0.0,54027484.0,0.0
2020-06-26,Kenya,5533.0,137.0,149.0,5.0,0.0,0.0,54027484.0,0.0
2020-06-27,Kenya,5811.0,141.0,278.0,4.0,0.0,0.0,54027484.0,0.0
2020-06-28,Kenya,6070.0,143.0,259.0,2.0,0.0,0.0,54027484.0,0.0
2020-06-29,Kenya,6190.0,144.0,120.0,1.0,0.0,0.0,54027484.0,0.0
2020-06-30,Kenya,6366.0,148.0,176.0,4.0,0.0,0.0,54027484.0,0.0
2020-07-01,Kenya,6673.0,149.0,307.0,1.0,0.0,0.0,54027484.0,0.0
2020-07-02,Kenya,6941.0,152.0,268.0,3.0,0.0,0.0,54027484.0,0.0
2020-07-03,Kenya,7188.0,154.0,247.0,2.0,0.0,0.0,54027484.0,0.0
2020-07-04,Kenya,7577.0,159.0,389.0,5.0,0.0,0.0,54027484.0,0.0
2020-07-05,Kenya,7886.0,160.0,309.0,1.0,0.0,0.0,54027484.0,0.0
2020-07-06,Kenya,8067.0,164.0,181.0,4.0,0.0,0.0,54027484.0,0.0
2020-07-07,Kenya,8250.0,167.0,183.0,3.0,0.0,0.0,54027484.0,0.0
2020-07-08,Kenya,8528.0,169.0,278.0,2.0,0.0,0.0,54027484.0,0.0
2020-07-09,Kenya,8975.0,173.0,447.0,4.0,0.0,0.0,54027484.0,0.0
2020-07-10,Kenya,9448.0,181.0,473.0,8.0,0.0,0.0,54027484.0,0.0
2020-07-11,Kenya,9726.0,184.0,278.0,3.0,0.0,0.0,54027484.0,0.0
2020-07-12,Kenya,10105.0,185.0,379.0,1.0,0.0,0.0,54027484.0,0.0
2020-07-13,Kenya,10294.0,197.0,189.0,12.0,0.0,0.0,54027484.0,0.0
2020-07-14,Kenya,10791.0,202.0,497.0,5.0,0.0,0.0,54027484.0,0.0
2020-07-15,Kenya,11252.0,209.0,461.0,7.0,0.0,0.0,54027484.0,0.0
2020-07-16,Kenya,11673.0,217.0,421.0,8.0,0.0,0.0,54027484.0,0.0
2020-07-17,Kenya,12062.0,222.0,389.0,5.0,0.0,0.0,54027484.0,0.0
2020-07-18,Kenya,12750.0,225.0,688.0,3.0,0.0,0.0,54027484.0,0.0
2020-07-19,Kenya,13353.0,234.0,603.0,9.0,0.0,0.0,54027484.0,0.0
2020-07-20,Kenya,13771.0,238.0,418.0,4.0,0.0,0.0,54027484.0,0.0
2020-07-21,Kenya,14168.0,250.0,397.0,12.0,0.0,0.0,54027484.0,0.0
2020-07-22,Kenya,14805.0,260.0,637.0,10.0,0.0,0.0,54027484.0,0.0
2020-07-23,Kenya,15601.0,263.0,796.0,3.0,0.0,0.0,54027484.0,0.0
2020-07-24,Kenya,16268.0,274.0,667.0,11.0,0.0,0.0,54027484.0,0.0
2020-07-25,Kenya,16643.0,278.0,375.0,4.0,0.0,0.0,54027484.0,0.0
2020-07-26,Kenya,17603.0,280.0,960.0,2.0,0.0,0.0,54027484.0,0.0
2020-07-27,Kenya,17975.0,285.0,372.0,5.0,0.0,0.0,54027484.0,0.0
2020-07-28,Kenya,18581.0,299.0,606.0,14.0,0.0,0.0,54027484.0,0.0
2020-07-29,Kenya,19125.0,311.0,544.0,12.0,0.0,0.0,54027484.0,0.0
2020-07-30,Kenya,19913.0,325.0,788.0,14.0,0.0,0.0,54027484.0,0.0
2020-07-31,Kenya,20636.0,341.0,723.0,16.0,0.0,0.0,54027484.0,0.0
2020-08-01,Kenya,21363.0,364.0,727.0,23.0,0.0,0.0,54027484.0,0.0
2020-08-02,Kenya,22053.0,369.0,690.0,5.0,0.0,0.0,54027484.0,0.0
2020-08-03,Kenya,22597.0,382.0,544.0,13.0,0.0,0.0,54027484.0,0.0
2020-08-04,Kenya,23202.0,388.0,605.0,6.0,0.0,0.0,54027484.0,0.0
2020-08-05,Kenya,23873.0,391.0,671.0,3.0,0.0,0.0,54027484.0,0.0
2020-08-06,Kenya,24411.0,399.0,538.0,8.0,0.0,0.0,54027484.0,0.0
2020-08-07,Kenya,25138.0,413.0,727.0,14.0,0.0,0.0,54027484.0,0.0
2020-08-08,Kenya,25837.0,418.0,699.0,5.0,0.0,0.0,54027484.0,0.0
2020-08-09,Kenya,26436.0,420.0,599.0,2.0,0.0,0.0,54027484.0,0.0
2020-08-10,Kenya,26928.0,423.0,492.0,3.0,0.0,0.0,54027484.0,0.0
2020-08-11,Kenya,27425.0,438.0,497.0,15.0,0.0,0.0,54027484.0,0.0
2020-08-12,Kenya,28104.0,456.0,679.0,18.0,0.0,0.0,54027484.0,0.0
2020-08-13,Kenya,28754.0,460.0,650.0,4.0,0.0,0.0,54027484.0,0.0
2020-08-14,Kenya,29334.0,465.0,580.0,5.0,0.0,0.0,54027484.0,0.0
2020-08-15,Kenya,29849.0,472.0,515.0,7.0,0.0,0.0,54027484.0,0.0
2020-08-16,Kenya,30120.0,474.0,271.0,2.0,0.0,0.0,54027484.0,0.0
2020-08-17,Kenya,30365.0,482.0,245.0,8.0,0.0,0.0,54027484.0,0.0
2020-08-18,Kenya,30636.0,487.0,271.0,5.0,0.0,0.0,54027484.0,0.0
2020-08-19,Kenya,31015.0,506.0,379.0,19.0,0.0,0.0,54027484.0,0.0
2020-08-20,Kenya,31441.0,516.0,426.0,10.0,0.0,0.0,54027484.0,0.0
2020-08-21,Kenya,31763.0,532.0,322.0,16.0,0.0,0.0,54027484.0,0.0
2020-08-22,Kenya,32118.0,542.0,355.0,10.0,0.0,0.0,54027484.0,0.0
2020-08-23,Kenya,32364.0,548.0,246.0,6.0,0.0,0.0,54027484.0,0.0
2020-08-24,Kenya,32557.0,554.0,193.0,6.0,0.0,0.0,54027484.0,0.0
2020-08-25,Kenya,32803.0,559.0,246.0,5.0,0.0,0.0,54027484.0,0.0
2020-08-26,Kenya,33016.0,564.0,213.0,5.0,0.0,0.0,54027484.0,0.0
2020-08-27,Kenya,33389.0,567.0,373.0,3.0,0.0,0.0,54027484.0,0.0
2020-08-28,Kenya,33630.0,567.0,241.0,0.0,0.0,0.0,54027484.0,0.0
2020-08-29,Kenya,33794.0,572.0,164.0,5.0,0.0,0.0,54027484.0,0.0
2020-08-30,Kenya,34057.0,574.0,263.0,2.0,0.0,0.0,54027484.0,0.0
2020-08-31,Kenya,34201.0,577.0,144.0,3.0,0.0,0.0,54027484.0,0.0
2020-09-01,Kenya,34315.0,577.0,114.0,0.0,0.0,0.0,54027484.0,0.0
2020-09-02,Kenya,34493.0,581.0,178.0,4.0,0.0,0.0,54027484.0,0.0
2020-09-03,Kenya,34705.0,585.0,212.0,4.0,0.0,0.0,54027484.0,0.0
2020-09-04,Kenya,34884.0,589.0,179.0,4.0,0.0,0.0,54027484.0,0.0
2020-09-05,Kenya,35020.0,594.0,136.0,5.0,0.0,0.0,54027484.0,0.0
2020-09-06,Kenya,35103.0,597.0,83.0,3.0,0.0,0.0,54027484.0,0.0
2020-09-07,Kenya,35205.0,599.0,102.0,2.0,0.0,0.0,54027484.0,0.0
2020-09-08,Kenya,35356.0,599.0,151.0,0.0,0.0,0.0,54027484.0,0.0
2020-09-09,Kenya,35460.0,607.0,104.0,8.0,0.0,0.0,54027484.0,0.0
2020-09-10,Kenya,35603.0,612.0,143.0,5.0,0.0,0.0,54027484.0,0.0
2020-09-11,Kenya,35793.0,616.0,190.0,4.0,0.0,0.0,54027484.0,0.0
2020-09-12,Kenya,35969.0,619.0,176.0,3.0,0.0,0.0,54027484.0,0.0
2020-09-13,Kenya,36157.0,622.0,188.0,3.0,0.0,0.0,54027484.0,0.0
2020-09-14,Kenya,36205.0,624.0,48.0,2.0,0.0,0.0,54027484.0,0.0
2020-09-15,Kenya,36301.0,634.0,96.0,10.0,0.0,0.0,54027484.0,0.0
2020-09-16,Kenya,36301.0,634.0,0.0,0.0,0.0,0.0,54027484.0,0.0
2020-09-17,Kenya,36576.0,642.0,275.0,8.0,0.0,0.0,54027484.0,0.0
2020-09-18,Kenya,36724.0,646.0,148.0,4.0,0.0,0.0,54027484.0,0.0
2020-09-19,Kenya,36829.0,646.0,105.0,0.0,0.0,0.0,54027484.0,0.0
2020-09-20,Kenya,36981.0,648.0,152.0,2.0,0.0,0.0,54027484.0,0.0
2020-09-21,Kenya,37079.0,650.0,98.0,2.0,0.0,0.0,54027484.0,0.0
2020-09-22,Kenya,37218.0,659.0,139.0,9.0,0.0,0.0,54027484.0,0.0
2020-09-23,Kenya,37348.0,664.0,130.0,5.0,0.0,0.0,54027484.0,0.0
2020-09-24,Kenya,37489.0,669.0,141.0,5.0,0.0,0.0,54027484.0,0.0
2020-09-25,Kenya,37707.0,682.0,218.0,13.0,0.0,0.0,54027484.0,0.0
2020-09-26,Kenya,37871.0,689.0,164.0,7.0,0.0,0.0,54027484.0,0.0
2020-09-27,Kenya,38115.0,691.0,244.0,2.0,0.0,0.0,54027484.0,0.0
2020-09-28,Kenya,38168.0,700.0,53.0,9.0,0.0,0.0,54027484.0,0.0
2020-09-29,Kenya,38378.0,707.0,210.0,7.0,0.0,0.0,54027484.0,0.0
2020-09-30,Kenya,38529.0,711.0,151.0,4.0,0.0,0.0,54027484.0,0.0
2020-10-01,Kenya,38713.0,711.0,184.0,0.0,0.0,0.0,54027484.0,0.0
2020-10-02,Kenya,38923.0,725.0,210.0,14.0,0.0,0.0,54027484.0,0.0
2020-10-03,Kenya,39184.0,728.0,261.0,3.0,0.0,0.0,54027484.0,0.0
2020-10-04,Kenya,39427.0,731.0,243.0,3.0,0.0,0.0,54027484.0,0.0
2020-10-05,Kenya,39449.0,735.0,22.0,4.0,0.0,0.0,54027484.0,0.0
2020-10-06,Kenya,39586.0,743.0,137.0,8.0,0.0,0.0,54027484.0,0.0
2020-10-07,Kenya,39907.0,748.0,321.0,5.0,0.0,0.0,54027484.0,0.0
2020-10-08,Kenya,40178.0,751.0,271.0,3.0,0.0,0.0,54027484.0,0.0
2020-10-09,Kenya,40620.0,755.0,442.0,4.0,0.0,0.0,54027484.0,0.0
2020-10-10,Kenya,41158.0,760.0,538.0,5.0,0.0,0.0,54027484.0,0.0
2020-10-11,Kenya,41546.0,766.0,388.0,6.0,0.0,0.0,54027484.0,0.0
2020-10-12,Kenya,41619.0,777.0,73.0,11.0,0.0,0.0,54027484.0,0.0
2020-10-13,Kenya,41937.0,787.0,318.0,10.0,0.0,0.0,54027484.0,0.0
2020-10-14,Kenya,42541.0,797.0,604.0,10.0,0.0,0.0,54027484.0,0.0
2020-10-15,Kenya,43143.0,805.0,602.0,8.0,0.0,0.0,54027484.0,0.0
2020-10-16,Kenya,43580.0,813.0,437.0,8.0,0.0,0.0,54027484.0,0.0
2020-10-17,Kenya,44196.0,825.0,616.0,12.0,0.0,0.0,54027484.0,0.0
2020-10-18,Kenya,44881.0,832.0,685.0,7.0,0.0,0.0,54027484.0,0.0
2020-10-19,Kenya,45076.0,839.0,195.0,7.0,0.0,0.0,54027484.0,0.0
2020-10-20,Kenya,45647.0,842.0,571.0,3.0,0.0,0.0,54027484.0,0.0
2020-10-21,Kenya,46144.0,858.0,497.0,16.0,0.0,0.0,54027484.0,0.0
2020-10-22,Kenya,47212.0,870.0,1068.0,12.0,0.0,0.0,54027484.0,0.0
2020-10-23,Kenya,47843.0,884.0,631.0,14.0,0.0,0.0,54027484.0,0.0
2020-10-24,Kenya,48790.0,896.0,947.0,12.0,0.0,0.0,54027484.0,0.0
2020-10-25,Kenya,49721.0,902.0,931.0,6.0,0.0,0.0,54027484.0,0.0
2020-10-26,Kenya,49997.0,920.0,276.0,18.0,0.0,0.0,54027484.0,0.0
2020-10-27,Kenya,50833.0,934.0,836.0,14.0,0.0,0.0,54027484.0,0.0
2020-10-28,Kenya,51851.0,934.0,1018.0,0.0,0.0,0.0,54027484.0,0.0
2020-10-29,Kenya,52612.0,964.0,761.0,30.0,0.0,0.0,54027484.0,0.0
2020-10-30,Kenya,53797.0,981.0,1185.0,17.0,0.0,0.0,54027484.0,0.0
2020-10-31,Kenya,55192.0,981.0,1395.0,0.0,0.0,0.0,54027484.0,0.0
2020-11-01,Kenya,55877.0,1013.0,685.0,32.0,0.0,0.0,54027484.0,0.0
2020-11-02,Kenya,56601.0,1027.0,724.0,14.0,0.0,0.0,54027484.0,0.0
2020-11-03,Kenya,57093.0,1039.0,492.0,12.0,0.0,0.0,54027484.0,0.0
2020-11-04,Kenya,58587.0,1051.0,1494.0,12.0,0.0,0.0,54027484.0,0.0
2020-11-05,Kenya,59595.0,1072.0,1008.0,21.0,0.0,0.0,54027484.0,0.0
2020-11-06,Kenya,60704.0,1093.0,1109.0,21.0,0.0,0.0,54027484.0,0.0
2020-11-07,Kenya,61769.0,1103.0,1065.0,10.0,0.0,0.0,54027484.0,0.0
2020-11-08,Kenya,62488.0,1111.0,719.0,8.0,0.0,0.0,54027484.0,0.0
2020-11-09,Kenya,63244.0,1130.0,756.0,19.0,0.0,0.0,54027484.0,0.0
2020-11-10,Kenya,64588.0,1154.0,1344.0,24.0,0.0,0.0,54027484.0,0.0
2020-11-11,Kenya,65804.0,1180.0,1216.0,26.0,0.0,0.0,54027484.0,0.0
2020-11-12,Kenya,66723.0,1203.0,919.0,23.0,0.0,0.0,54027484.0,0.0
2020-11-13,Kenya,68193.0,1228.0,1470.0,25.0,0.0,0.0,54027484.0,0.0
2020-11-14,Kenya,69273.0,1228.0,1080.0,0.0,0.0,0.0,54027484.0,0.0
2020-11-15,Kenya,70245.0,1269.0,972.0,41.0,0.0,0.0,54027484.0,0.0
2020-11-16,Kenya,70804.0,1287.0,559.0,18.0,0.0,0.0,54027484.0,0.0
2020-11-17,Kenya,71729.0,1302.0,925.0,15.0,0.0,0.0,54027484.0,0.0
2020-11-18,Kenya,72686.0,1313.0,957.0,11.0,0.0,0.0,54027484.0,0.0
2020-11-19,Kenya,74145.0,1330.0,1459.0,17.0,0.0,0.0,54027484.0,0.0
2020-11-20,Kenya,75193.0,1349.0,1048.0,19.0,0.0,0.0,54027484.0,0.0
2020-11-21,Kenya,76404.0,1366.0,1211.0,17.0,0.0,0.0,54027484.0,0.0
2020-11-22,Kenya,77372.0,1380.0,968.0,14.0,0.0,0.0,54027484.0,0.0
2020-11-23,Kenya,77785.0,1392.0,413.0,12.0,0.0,0.0,54027484.0,0.0
2020-11-24,Kenya,78512.0,1409.0,727.0,17.0,0.0,0.0,54027484.0,0.0
2020-11-25,Kenya,79322.0,1417.0,810.0,8.0,0.0,0.0,54027484.0,0.0
2020-11-26,Kenya,80102.0,1427.0,780.0,10.0,0.0,0.0,54027484.0,0.0
2020-11-27,Kenya,81656.0,1441.0,1554.0,14.0,0.0,0.0,54027484.0,0.0
2020-11-28,Kenya,82605.0,1445.0,949.0,4.0,0.0,0.0,54027484.0,0.0
2020-11-29,Kenya,83316.0,1452.0,711.0,7.0,0.0,0.0,54027484.0,0.0
2020-11-30,Kenya,83618.0,1469.0,302.0,17.0,0.0,0.0,54027484.0,0.0
2020-12-01,Kenya,84169.0,1474.0,551.0,5.0,0.0,0.0,54027484.0,0.0
2020-12-02,Kenya,85130.0,1484.0,961.0,10.0,0.0,0.0,54027484.0,0.0
2020-12-03,Kenya,86383.0,1500.0,1253.0,16.0,0.0,0.0,54027484.0,0.0
2020-12-04,Kenya,87249.0,1506.0,866.0,6.0,0.0,0.0,54027484.0,0.0
2020-12-05,Kenya,87984.0,1518.0,735.0,12.0,0.0,0.0,54027484.0,0.0
2020-12-06,Kenya,88380.0,1526.0,396.0,8.0,0.0,0.0,54027484.0,0.0
2020-12-07,Kenya,88579.0,1531.0,199.0,5.0,0.0,0.0,54027484.0,0.0
2020-12-08,Kenya,89100.0,1545.0,521.0,14.0,0.0,0.0,54027484.0,0.0
2020-12-09,Kenya,89661.0,1552.0,561.0,7.0,0.0,0.0,54027484.0,0.0
2020-12-10,Kenya,90305.0,1568.0,644.0,16.0,0.0,0.0,54027484.0,0.0
2020-12-11,Kenya,90978.0,1582.0,673.0,14.0,0.0,0.0,54027484.0,0.0
2020-12-12,Kenya,91526.0,1586.0,548.0,4.0,0.0,0.0,54027484.0,0.0
2020-12-13,Kenya,91892.0,1587.0,366.0,1.0,0.0,0.0,54027484.0,0.0
2020-12-14,Kenya,92055.0,1593.0,163.0,6.0,0.0,0.0,54027484.0,0.0
2020-12-15,Kenya,92459.0,1604.0,404.0,11.0,0.0,0.0,54027484.0,0.0
2020-12-16,Kenya,92853.0,1614.0,394.0,10.0,0.0,0.0,54027484.0,0.0
2020-12-17,Kenya,93405.0,1618.0,552.0,4.0,0.0,0.0,54027484.0,0.0
2020-12-18,Kenya,93761.0,1629.0,356.0,11.0,0.0,0.0,54027484.0,0.0
2020-12-19,Kenya,94151.0,1633.0,390.0,4.0,0.0,0.0,54027484.0,0.0
2020-12-20,Kenya,94500.0,1639.0,349.0,6.0,0.0,0.0,54027484.0,0.0
2020-12-21,Kenya,94614.0,1644.0,114.0,5.0,0.0,0.0,54027484.0,0.0
2020-12-22,Kenya,94768.0,1647.0,154.0,3.0,0.0,0.0,54027484.0,0.0
2020-12-23,Kenya,95195.0,1648.0,427.0,1.0,0.0,0.0,54027484.0,0.0
2020-12-24,Kenya,95431.0,1652.0,236.0,4.0,0.0,0.0,54027484.0,0.0
2020-12-25,Kenya,95713.0,1653.0,282.0,1.0,0.0,0.0,54027484.0,0.0
2020-12-26,Kenya,95843.0,1655.0,130.0,2.0,0.0,0.0,54027484.0,0.0
